cur_id,language,sentence,word,complexity
7754,english,"However, in these times of turbulence on the financial markets, it is astonishing to hear the same people who previously argued for the principle of 'fair value' now questioning that principle and asking, too, whether a 'market to market' approach still makes sense if we no longer have a market.",people,0.2894736842105263
7755,english,"Well, we need to draw up an own-initiative report on this issue of governance and partnership because 'governance' and 'partnership' are terms that are used every day.",issue,0.1666666666666666
7756,english,We shall thoroughly examine the issue regarding protocol.,issue,0.2023809523809523
7757,english,You raised this issue during the last parliamentary term too.,issue,0.238095238095238
7758,english,"- (PL) Madam President, Commissioner, with this debate we are winding up several months of discussions in the European Parliament on the issue of modernising labour law to meet the challenges of the 21st century.",issue,0.25
7759,english,"We, the French Presidency, wanted you to be immediately informed of the decisions taken, not only because we want to keep you constantly updated on our work, but also because the European Parliament has shown itself to be extremely active in recent months on the issue of Georgia.",issue,0.2894736842105263
7760,english,"Finally, to take account of a problem on pre-accession assistance which arose from the Council's reading, and which we were not able to pick up quickly enough, we ask the Commission at the end of paragraph 25 of the resolution, 'to present a transfer request or amending budget during the course of 2007 if the amounts foreseen in the 2007 budget turn out to be insufficient'.",transfer,0.2875
7761,english,Action programme in the field of lifelong learning (,field,0.1666666666666666
7762,english,Action programme in the field of lifelong learning (vote),field,0.1710526315789473
7763,english,This will simultaneously strengthen the European Parliament's role in this field of procedures.,field,0.3055555555555556
7764,english,"Thirdly, today, for the fourth time, we are observing the EU Day Against Human Trafficking.",Day,0.171875
7765,english,"If we have no such assurance by the end of the week, the European Movement in France will have to abandon the idea of organising this year' s ""Europe Day"" .",Day,0.2222222222222222
7766,english,This espousal of the Lisbon strategy by business and labour organisations and by national parliaments will strengthen European democracy.,labour,0.175
7767,english,This time it relates to applications from Sweden and Austria in connection with redundancies in the automotive sector and from the Netherlands in connection with redundancies in the construction sector.,Netherlands,0.1764705882352941
7768,english,The impact has been particularly severe in the Netherlands.,Netherlands,0.2
7769,english,"Today we have the opening of the States-General and the Queen's Speech in the Netherlands, and now we cannot watch them.",Netherlands,0.2083333333333333
7770,english,"The Programme seeks to define in absolute and unambiguous terms a specific strategy for soil protection that takes into account the principles of subsidiarity and regional diversity, which everyone understands very well.",account,0.1785714285714285
7771,english,"Madam President, I should like to ask the services to take into account that the Portuguese version is authentic for all amendments.",account,0.1964285714285714
7772,english,"They offer some comfort to footwear producers in the Union while taking into account both the interests of consumers and the changing structure of the sector within the Union, where many household names in the footwear sector now choose to manufacture outside the Union.",account,0.2166666666666666
7773,english,"Madam President, firstly I would like to thank the rapporteur, Mr Santini, and the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs, for this very positive report.",Citizens,0.1805555555555555
7774,english,"I would first give the floor to Mr Hernández Mollar, Chairman of the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs.",Citizens,0.1833333333333333
7775,english,"The next item is the recommendation for second reading on behalf of the Committee on Culture and Education, on the Council common position (C6-0316/2006 for adopting a decision of the European Parliament and of the Council establishing for the period 2007-2013 the programme 'Europe for Citizens', to promote active European citizenship (09575/1/2006) (Rapporteur: Mr Takkula).",Citizens,0.25
7776,english,Two crucial things have happened in Europe over the last few weeks.,Europe,0.1805555555555555
7777,english,"This places additional responsibilities on us - on Parliament, and also on the Council - because all legislative measures for Europe now have to be negotiated.",Europe,0.2222222222222222
7778,english,"the oral question to the Commission on 'Securing Europe's supply of rare earth elements', by Mrs Ek, Mr Panayotov, Mrs Hall, Mrs de Sarnez, Mr Rinaldi, Mrs Schaake and Mr Theurer, on behalf of the ALDE Group - B7-0020/2011), and",Europe,0.25
7779,english,It is therefore not a matter of indifference how crimes are judged in a country that will be at the head of the democratic aspirations of all countries over a vast area of Europe.,Europe,0.25
7780,english,An area without internal border controls is central to the success of the Single Market and Europe's continued efforts to boost growth.,Europe,0.2631578947368421
